国内频道,#genre#
新疆卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225852/index.m3u8
内蒙古卫视,http://v2.91kds.cn/b9/hoge.m3u8?ip=nmtv&id=92&auth=rinimabi
内蒙古卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225846/index.m3u8
深圳卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225848/index.m3u8
厦门卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226781/index.m3u8
兵团卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227168/index.m3u8
三沙卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227172/index.m3u8
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS
三沙卫视,http://[2409:8087:5e01:34::27]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS
大湾区卫视,http://v2.91kds.cn/b9/itouchtv.m3u8?fmt=hls&id=gdtvs2&auth=rinimabi
大湾区卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227214/index.m3u8

江苏卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226038/10000100000000060000000002296879_0.smil
浙江卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226040/10000100000000060000000002296881_0.smil
湖南卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226082/10000100000000060000000002296924_0.smil
东方卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226041/10000100000000060000000002296882_0.smil
安徽卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226802/45932221.smil
北京卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226092/10000100000000060000000002296930_0.smil
山东卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226090/10000100000000060000000002296928_0.smil
海南卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226048/10000100000000060000000002296889_0.smil
黑龙江卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226087/10000100000000060000000002296926_0.smil
云南卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226108/10000100000000060000000002310150_0.smil
广东卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226089/10000100000000060000000002296927_0.smil
贵州卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226126/10000100000000060000000002434541_0.smil
湖北卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226091/10000100000000060000000002296929_0.smil
河南卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226076/10000100000000060000000002296917_0.smil
吉林卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226792/48616745.smil
陕西卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226110/10000100000000060000000002310152_0.smil
广西卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226070/10000100000000060000000002296911_0.smil
宁夏卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226075/10000100000000060000000002296916_0.smil
河北卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226111/10000100000000060000000002310153_0.smil
青海卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226078/10000100000000060000000002296920_0.smil
天津卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226636/42187434.smil
四川卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226806/45949301.smil
江西卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226687/42186801.smil
辽宁卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226665/42187546.smil
重庆卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226753/45949735.smil
山西卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226842/48628662.smil
甘肃卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226796/48628784.smil
内蒙古卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226800/48628913.smil
新疆卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226846/48629048.smil
兵团卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226804/48628997.smil
西藏卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226808/48629336.smil
大湾区卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226788/48356344.smil
三沙卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226819/57526516.smil
东南卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226121/10000100000000060000000002358085_0.smil
东南卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226121/10000100000000060000000002358085_0.smil

东南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227156/index.m3u8
东方卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225828/index.m3u8
东方卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227059/index.m3u8
云南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227181/index.m3u8
北京卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225826/index.m3u8
北京卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227246/index.m3u8
吉林卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227099/index.m3u8
四川卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225835/index.m3u8
四川卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227182/index.m3u8
天津卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225830/index.m3u8
天津卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227205/index.m3u8
安徽卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225844/index.m3u8
安徽卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227178/index.m3u8
山东卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225843/index.m3u8
山东卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227236/index.m3u8
广东卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225824/index.m3u8
广东卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227164/index.m3u8
广西卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227250/index.m3u8
江苏卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225847/index.m3u8
江苏卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227160/index.m3u8
江西卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225834/index.m3u8
江西卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227209/index.m3u8
河北卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227063/index.m3u8
河南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225842/index.m3u8
河南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227095/index.m3u8
浙江卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225825/index.m3u8
浙江卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227193/index.m3u8
海南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227216/index.m3u8
海峡卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227198/index.m3u8
深圳卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225848/index.m3u8
深圳卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227242/index.m3u8
湖北卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225840/index.m3u8
湖北卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227111/index.m3u8
湖南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225827/index.m3u8
湖南卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227232/index.m3u8
甘肃卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227262/index.m3u8
甘肃卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227262/index.m3u8
贵州卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227201/index.m3u8
辽宁卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225832/index.m3u8
辽宁卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227141/index.m3u8
重庆卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225831/index.m3u8
重庆卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227240/index.m3u8
青海卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225841/index.m3u8
黑龙江卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221225862/index.m3u8
黑龙江卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227197/index.m3u8
厦门卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221226781/index.m3u8

东南卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227156/index.m3u8?servicetype=1
东方卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225828/index.m3u8?servicetype=1
东方卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226560/index.m3u8?servicetype=1
东方卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227059/index.m3u8?servicetype=1
云南卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1
北京卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225826/index.m3u8?servicetype=1
北京卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227246/index.m3u8?servicetype=1
吉林卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227099/index.m3u8?servicetype=1
四川卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227182/index.m3u8?servicetype=1
天津卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225830/index.m3u8?servicetype=1
天津卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227205/index.m3u8?servicetype=1
安徽卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225844/index.m3u8?servicetype=1
安徽卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227178/index.m3u8?servicetype=1
山东卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225843/index.m3u8?servicetype=1
山东卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227236/index.m3u8?servicetype=1
广东卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225824/index.m3u8?servicetype=1
广东卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226895/index.m3u8?servicetype=1
广东卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227164/index.m3u8?servicetype=1
广西卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227250/index.m3u8?servicetype=1
江苏卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225847/index.m3u8?servicetype=1
江苏卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227160/index.m3u8?servicetype=1
江西卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225834/index.m3u8?servicetype=1
江西卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227209/index.m3u8?servicetype=1
河北卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227063/index.m3u8?servicetype=1
河南卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227095/index.m3u8?servicetype=1
浙江卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225825/index.m3u8?servicetype=1
浙江卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227193/index.m3u8?servicetype=1
海南卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1
海峡卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1
深圳卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225848/index.m3u8?servicetype=1
深圳卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227242/index.m3u8?servicetype=1
湖北卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225840/index.m3u8?servicetype=1
湖北卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227111/index.m3u8?servicetype=1
湖南卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225827/index.m3u8?servicetype=1
湖南卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227232/index.m3u8?servicetype=1
甘肃卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227262/index.m3u8?servicetype=1
贵州卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227201/index.m3u8?servicetype=1
辽宁卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225832/index.m3u8?servicetype=1
辽宁卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227141/index.m3u8?servicetype=1
重庆卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225831/index.m3u8?servicetype=1
重庆卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227240/index.m3u8?servicetype=1
黑龙江卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225862/index.m3u8?servicetype=1
黑龙江卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227197/index.m3u8?servicetype=1
厦门卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1
东南卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227156/index.m3u8?servicetype=1
东方卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225828/index.m3u8?servicetype=1
东方卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226560/index.m3u8?servicetype=1
东方卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227059/index.m3u8?servicetype=1
云南卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1
北京卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225826/index.m3u8?servicetype=1
北京卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227246/index.m3u8?servicetype=1
吉林卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227099/index.m3u8?servicetype=1
四川卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227182/index.m3u8?servicetype=1
天津卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225830/index.m3u8?servicetype=1
天津卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227205/index.m3u8?servicetype=1
安徽卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225844/index.m3u8?servicetype=1
安徽卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227178/index.m3u8?servicetype=1
山东卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225843/index.m3u8?servicetype=1
山东卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227236/index.m3u8?servicetype=1
广东卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225824/index.m3u8?servicetype=1
广东卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226895/index.m3u8?servicetype=1
广东卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227164/index.m3u8?servicetype=1
广西卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227250/index.m3u8?servicetype=1
江苏卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225847/index.m3u8?servicetype=1
江苏卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227160/index.m3u8?servicetype=1
江西卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225834/index.m3u8?servicetype=1
江西卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227209/index.m3u8?servicetype=1
河北卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227063/index.m3u8?servicetype=1
河南卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227095/index.m3u8?servicetype=1
浙江卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225825/index.m3u8?servicetype=1
浙江卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227193/index.m3u8?servicetype=1
海南卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1
海峡卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1
深圳卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225848/index.m3u8?servicetype=1
深圳卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227242/index.m3u8?servicetype=1
湖北卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225840/index.m3u8?servicetype=1
湖北卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227111/index.m3u8?servicetype=1
湖南卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225827/index.m3u8?servicetype=1
湖南卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227232/index.m3u8?servicetype=1
甘肃卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227262/index.m3u8?servicetype=1
贵州卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227201/index.m3u8?servicetype=1
辽宁卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225832/index.m3u8?servicetype=1
辽宁卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227141/index.m3u8?servicetype=1
重庆卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225831/index.m3u8?servicetype=1
重庆卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227240/index.m3u8?servicetype=1
黑龙江卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225862/index.m3u8?servicetype=1
黑龙江卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227197/index.m3u8?servicetype=1
厦门卫视,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1

东南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227040/index.m3u8?servicetype=1
东南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227156/index.m3u8?servicetype=1
东方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225828/index.m3u8?servicetype=1
东方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226560/index.m3u8?servicetype=1
东方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226603/index.m3u8?servicetype=1
东方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227059/index.m3u8?servicetype=1
东方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226895/index.m3u8?servicetype=1
云南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1
北京卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225826/index.m3u8?servicetype=1
北京卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225937/index.m3u8?servicetype=1
北京卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227246/index.m3u8?servicetype=1
厦门卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1
吉林卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227099/index.m3u8?servicetype=1
四川卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227182/index.m3u8?servicetype=1
天津卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225830/index.m3u8?servicetype=1
天津卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225941/index.m3u8?servicetype=1
天津卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227205/index.m3u8?servicetype=1
安徽卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225844/index.m3u8?servicetype=1
安徽卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227178/index.m3u8?servicetype=1
山东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225843/index.m3u8?servicetype=1
山东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226928/index.m3u8?servicetype=1
山东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227236/index.m3u8?servicetype=1
广东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225824/index.m3u8?servicetype=1
广东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227164/index.m3u8?servicetype=1
江苏卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225847/index.m3u8?servicetype=1
江苏卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227160/index.m3u8?servicetype=1
江西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225834/index.m3u8?servicetype=1
江西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227022/index.m3u8?servicetype=1
江西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227209/index.m3u8?servicetype=1
河北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227063/index.m3u8?servicetype=1
河南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227095/index.m3u8?servicetype=1
浙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225825/index.m3u8?servicetype=1
浙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225870/index.m3u8?servicetype=1
浙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225934/index.m3u8?servicetype=1
浙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227193/index.m3u8?servicetype=1
海南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1
海峡卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1
深圳卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225848/index.m3u8?servicetype=1
深圳卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225938/index.m3u8?servicetype=1
